ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12341634,JE201058,4/16/2021 12:15,081XX S SCOTTSDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,834,8,18,70,14,1146814,1850615,2021,4/23/2021 16:51,41.7460517,-87.73762373,"(41.746051696, -87.737623729)"
12342396,JE201967,4/16/2021 16:00,035XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,915,9,11,60,14,1170663,1881453,2021,4/23/2021 16:51,41.83018839,-87.64933663,"(41.830188387, -87.64933663)"
12014337,JD191644,3/20/2020 22:30,102XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,CTA BUS,FALSE,FALSE,511,5,9,49,08A,1178992,1836888,2020,3/27/2020 15:48,41.70771127,-87.62013349,"(41.707711272, -87.620133488)"
12014240,JD191634,3/20/2020 22:00,029XX N LINDER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2514,25,31,19,14,1139196,1918986,2020,3/27/2020 15:48,41.93381329,-87.76387723,"(41.933813286, -87.763877229)"
12342095,JE201579,4/16/2021 11:00,029XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,913,9,11,60,14,1167833,1885316,2021,4/23/2021 16:51,41.8408502,-87.65960876,"(41.840850197, -87.659608755)"
12013966,JD191220,3/20/2020 11:50,083XX S YATES BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,412,4,7,46,7,1193626,1850106,2020,3/27/2020 15:48,41.74363761,-87.56611273,"(41.74363761, -87.566112725)"
12346404,JE206664,9/25/2020 0:00,0000X W 125TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,523,5,9,53,11,,,2020,4/23/2021 16:51,,,
12541266,JE445589,11/14/2021 14:50,096XX S WALLACE ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,2223,22,21,73,5,1174000,1840972,2021,11/21/2021 15:48,41.71903036,-87.63829355,"(41.719030356, -87.638293554)"
12014620,JD192000,3/20/2020 17:00,010XX E 47TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,222,2,4,39,6,1183991,1874060,2020,3/27/2020 15:48,41.80959987,-87.60066783,"(41.809599869, -87.60066783)"
12017006,JD193287,2/26/2020 9:00,100XX W OHARE ST,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,AIRPORT PARKING LOT,FALSE,FALSE,1651,16,41,76,7,1100658,1934241,2020,3/27/2020 15:47,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
12015539,JD192944,3/20/2020 2:00,053XX W OHIO ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1523,15,37,25,08B,1140452,1903451,2020,3/27/2020 15:48,41.89116052,-87.75964328,"(41.891160515, -87.759643279)"
12342034,JE201507,4/16/2021 19:39,078XX S SAGINAW AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,TRUE,421,4,7,43,04A,1195282,1853468,2021,4/23/2021 16:51,41.75282253,-87.55993442,"(41.752822526, -87.559934418)"
12014486,JD191901,3/20/2020 18:00,007XX N RIDGEWAY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1112,11,27,23,6,1151255,1904660,2020,3/27/2020 15:48,41.89427308,-87.719937,"(41.894273079, -87.719937001)"
12014046,JD191457,3/20/2020 16:30,047XX W MADISON ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1113,11,28,25,08A,1144693,1899599,2020,3/27/2020 15:48,41.88051131,-87.74416508,"(41.880511308, -87.744165079)"
12342471,JE201594,4/16/2021 21:50,092XX S MANISTEE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,FALSE,FALSE,423,4,7,48,04A,1196244,1844179,2021,4/23/2021 16:51,41.72730898,-87.55671634,"(41.727308981, -87.556716343)"
12016526,JD193974,2/18/2020 12:00,045XX W 55TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,815,8,23,62,11,1147099,1867758,2020,3/27/2020 15:47,41.79308958,-87.73614325,"(41.793089576, -87.736143254)"
12832354,JF402550,9/18/2022 19:00,062XX N ALBANY AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2413,24,50,2,6,1154559,1941209,2022,1/3/2023 15:46,41.99450067,-87.70682123,"(41.994500666, -87.706821225)"
12014464,JD191839,3/20/2020 23:59,024XX W LITHUANIAN PLAZA CT,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,832,8,17,66,14,1161135,1858830,2020,3/27/2020 15:48,41.76831083,-87.6849212,"(41.768310829, -87.684921195)"
12341520,JE200814,4/16/2021 6:49,015XX N LATROBE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2532,25,37,25,08B,1141083,1909819,2021,4/23/2021 16:51,41.90862345,-87.75716883,"(41.908623454, -87.757168825)"
12832939,JF403077,9/19/2022 21:50,020XX E 72ND PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,333,3,5,43,7,1191048,1857297,2022,1/3/2023 15:46,41.76343302,-87.5753264,"(41.763433017, -87.5753264)"
12834910,JF402999,9/19/2022 19:00,009XX W 115TH PL,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,524,5,34,53,08B,1171993,1828276,2022,1/3/2023 15:46,41.68423481,-87.64601564,"(41.684234812, -87.646015642)"
